symbol,name,isin,exchange,series,sector,industry,tags
LICI,Life Insurance Corporation Of India,INE0J1Y01017,NSE,EQ,,Life Insurance,nifty500|midcap
LINDEINDIA,Linde India Limited,INE473A01011,NSE,EQ,,Industrial Gases,nifty500|midcap
LLOYDSME,Lloyds Metals And Energy Limited,INE281B01032,NSE,EQ,,Industrial Minerals,nifty500|midcap
LODHA,Lodha Developers Limited,INE670K01029,NSE,EQ,,Residential Commercial Projects,nifty100|nifty500|largecap
LT,Larsen & Toubro Limited,INE018A01030,NSE,EQ,,Civil Construction,nifty50|nifty100|nifty500|largecap
LTF,L&T Finance Limited,INE498L01015,NSE,EQ,,Investment Company,nifty500|midcap
LTFOODS,LT Foods Limited,INE818H01020,NSE,EQ,,Other Agricultural Products,nifty500|midcap
LTM,LTIMindtree Limited,INE214T01019,NSE,EQ,,Computers - Software & Consulting,nifty100|nifty500|largecap
LTTS,L&T Technology Services Limited,INE010V01017,NSE,EQ,,IT Enabled Services,nifty500|midcap
LUPIN,Lupin Limited,INE326A01037,NSE,EQ,,Pharmaceuticals,nifty500|midcap
M&M,Mahindra & Mahindra Limited,INE101A01026,NSE,EQ,,Passenger Cars & Utility Vehicles,nifty50|nifty100|nifty500|largecap
M&MFIN,Mahindra & Mahindra Financial Services Limited,INE774D01024,NSE,EQ,,Non Banking Financial Company (NBFC),nifty500|midcap
MAHABANK,Bank of Maharashtra,INE457A01014,NSE,EQ,,Public Sector Bank,nifty500|midcap
MANAPPURAM,Manappuram Finance Limited,INE522D01027,NSE,EQ,,Non Banking Financial Company (NBFC),nifty500|midcap
MANKIND,Mankind Pharma Limited,INE634S01028,NSE,EQ,,Pharmaceuticals,nifty500|midcap
MAPMYINDIA,C.E. Info Systems Limited,INE0BV301023,NSE,EQ,,Software Products,nifty500|midcap
MARICO,Marico Limited,INE196A01026,NSE,EQ,,Edible Oil,nifty500|midcap
MARUTI,Maruti Suzuki India Limited,INE585B01010,NSE,EQ,,Passenger Cars & Utility Vehicles,nifty50|nifty100|nifty500|largecap
MAXHEALTH,Max Healthcare Institute Limited,INE027H01010,NSE,EQ,,Hospital,nifty50|nifty100|nifty500|largecap
MAZDOCK,Mazagon Dock Shipbuilders Limited,INE249Z01020,NSE,EQ,,Ship Building & Allied Services,nifty100|nifty500|largecap
MCX,Multi Commodity Exchange of India Limited,INE745G01043,NSE,EQ,,Exchange and Data Platform,nifty500|midcap
MEDANTA,Global Health Limited,INE474Q01031,NSE,EQ,,Hospital,nifty500|midcap
MEESHO,Meesho Limited,INE0VDM01015,NSE,EQ,,E-Retail/ E-Commerce,nifty500|midcap
MFSL,Max Financial Services Limited,INE180A01020,NSE,EQ,,Life Insurance,nifty500|midcap
MGL,Mahanagar Gas Limited,INE002S01010,NSE,EQ,,LPG/CNG/PNG/LNG Supplier,nifty500|midcap
MINDACORP,Minda Corporation Limited,INE842C01021,NSE,EQ,,Auto Components & Equipments,nifty500|midcap
MMTC,MMTC Limited,INE123F01029,NSE,EQ,,Trading & Distributors,nifty500|midcap
MOTHERSON,Samvardhana Motherson International Limited,INE775A01035,NSE,EQ,,Auto Components & Equipments,nifty100|nifty500|largecap
MOTILALOFS,Motilal Oswal Financial Services Limited,INE338I01027,NSE,EQ,,Stockbroking & Allied,nifty500|midcap
MPHASIS,MphasiS Limited,INE356A01018,NSE,EQ,,Computers - Software & Consulting,nifty500|midcap
MRF,MRF Limited,INE883A01011,NSE,EQ,,Tyres & Rubber Products,nifty500|midcap
MRPL,Mangalore Refinery and Petrochemicals Limited,INE103A01014,NSE,EQ,,Refineries & Marketing,nifty500|midcap
MSUMI,Motherson Sumi Wiring India Limited,INE0FS801015,NSE,EQ,,Auto Components & Equipments,nifty500|midcap
MUTHOOTFIN,Muthoot Finance Limited,INE414G01012,NSE,EQ,,Non Banking Financial Company (NBFC),nifty100|nifty500|largecap
NAM-INDIA,Nippon Life India Asset Management Limited,INE298J01013,NSE,EQ,,Asset Management Company,nifty500|midcap
NATCOPHARM,Natco Pharma Limited,INE987B01026,NSE,EQ,,Pharmaceuticals,nifty500|midcap
NATIONALUM,National Aluminium Company Limited,INE139A01034,NSE,EQ,,Aluminium,nifty500|midcap
NAUKRI,Info Edge (India) Limited,INE663F01032,NSE,EQ,,Internet & Catalogue Retail,nifty500|midcap
NAVA,NAVA LIMITED,INE725A01030,NSE,EQ,,Power Generation,nifty500|midcap
NAVINFLUOR,Navin Fluorine International Limited,INE048G01026,NSE,EQ,,Specialty Chemicals,nifty500|midcap
NBCC,NBCC (India) Limited,INE095N01031,NSE,EQ,,Civil Construction,nifty500|midcap
NCC,NCC Limited,INE868B01028,NSE,EQ,,Civil Construction,nifty500|midcap
NESTLEIND,Nestle India Limited,INE239A01024,NSE,EQ,,Packaged Foods,nifty50|nifty100|nifty500|largecap
NETWEB,Netweb Technologies India Limited,INE0NT901020,NSE,EQ,,IT Enabled Services,nifty500|midcap
NEULANDLAB,Neuland Laboratories Limited,INE794A01010,NSE,EQ,,Pharmaceuticals,nifty500|midcap
NEWGEN,Newgen Software Technologies Limited,INE619B01017,NSE,EQ,,Computers - Software & Consulting,nifty500|midcap
NH,Narayana Hrudayalaya Ltd.,INE410P01011,NSE,EQ,,Hospital,nifty500|midcap
NHPC,NHPC Limited,INE848E01016,NSE,EQ,,Power Generation,nifty500|midcap
NIACL,The New India Assurance Company Limited,INE470Y01017,NSE,EQ,,General Insurance,nifty500|midcap
NIVABUPA,Niva Bupa Health Insurance Company Limited,INE995S01015,NSE,EQ,,General Insurance,nifty500|midcap
NLCINDIA,NLC India Limited,INE589A01014,NSE,EQ,,Power Generation,nifty500|midcap
NMDC,NMDC Limited,INE584A01023,NSE,EQ,,Industrial Minerals,nifty500|midcap
NSLNISP,NMDC Steel Limited,INE0NNS01018,NSE,EQ,,Iron & Steel,nifty500|midcap
NTPC,NTPC Limited,INE733E01010,NSE,EQ,,Power Generation,nifty50|nifty100|nifty500|largecap
NTPCGREEN,NTPC Green Energy Limited,INE0ONG01011,NSE,EQ,,Power Generation,nifty500|midcap
NUVAMA,Nuvama Wealth Management Limited,INE531F01023,NSE,EQ,,Stockbroking & Allied,nifty500|midcap
NUVOCO,Nuvoco Vistas Corporation Limited,INE118D01016,NSE,EQ,,Cement & Cement Products,nifty500|midcap
NYKAA,FSN E-Commerce Ventures Limited,INE388Y01029,NSE,EQ,,E-Retail/ E-Commerce,nifty500|midcap
OBEROIRLTY,Oberoi Realty Limited,INE093I01010,NSE,EQ,,Residential Commercial Projects,nifty500|midcap
OFSS,Oracle Financial Services Software Limited,INE881D01027,NSE,EQ,,Software Products,nifty500|midcap
OIL,Oil India Limited,INE274J01014,NSE,EQ,,Oil Exploration & Production,nifty500|midcap
OLAELEC,Ola Electric Mobility Limited,INE0LXG01040,NSE,EQ,,2/3 Wheelers,nifty500|midcap
OLECTRA,Olectra Greentech Limited,INE260D01016,NSE,EQ,,Passenger Cars & Utility Vehicles,nifty500|midcap
ONESOURCE,Onesource Specialty Pharma Limited,INE013P01021,NSE,EQ,,Pharmaceuticals,nifty500|midcap
ONGC,Oil & Natural Gas Corporation Limited,INE213A01029,NSE,EQ,,Oil Exploration & Production,nifty50|nifty100|nifty500|largecap
PAGEIND,Page Industries Limited,INE761H01022,NSE,EQ,,Garments & Apparels,nifty500|midcap
PARADEEP,Paradeep Phosphates Limited,INE088F01024,NSE,EQ,,Fertilizers,nifty500|midcap
PATANJALI,Patanjali Foods Limited,INE619A01035,NSE,EQ,,Edible Oil,nifty500|midcap
PAYTM,One 97 Communications Limited,INE982J01020,NSE,EQ,,Financial Technology (Fintech),nifty500|midcap
PCBL,PCBL Chemical Limited,INE602A01031,NSE,EQ,,Carbon Black,nifty500|midcap
PERSISTENT,Persistent Systems Limited,INE262H01021,NSE,EQ,,Computers - Software & Consulting,nifty500|midcap
PETRONET,Petronet LNG Limited,INE347G01014,NSE,EQ,,LPG/CNG/PNG/LNG Supplier,nifty500|midcap
PFC,Power Finance Corporation Limited,INE134E01011,NSE,EQ,,Financial Institution,nifty100|nifty500|largecap
PFIZER,Pfizer Limited,INE182A01018,NSE,EQ,,Pharmaceuticals,nifty500|midcap
PGEL,PG Electroplast Limited,INE457L01029,NSE,EQ,,Consumer Electronics,nifty500|midcap
PHOENIXLTD,The Phoenix Mills Limited,INE211B01039,NSE,EQ,,Residential Commercial Projects,nifty500|midcap
PIDILITIND,Pidilite Industries Limited,INE318A01026,NSE,EQ,,Specialty Chemicals,nifty100|nifty500|largecap
PIIND,PI Industries Limited,INE603J01030,NSE,EQ,,Pesticides & Agrochemicals,nifty500|midcap
PINELABS,Pine Labs Limited,INE15B701018,NSE,EQ,,Financial Technology (Fintech),nifty500|midcap
PIRAMALFIN,Piramal Finance Limited,INE202B01038,NSE,EQ,,Non Banking Financial Company (NBFC),nifty500|midcap
PNB,Punjab National Bank,INE160A01022,NSE,EQ,,Public Sector Bank,nifty100|nifty500|largecap
PNBHOUSING,PNB Housing Finance Limited,INE572E01012,NSE,EQ,,Housing Finance Company,nifty500|midcap
POLICYBZR,PB Fintech Limited,INE417T01026,NSE,EQ,,Financial Technology (Fintech),nifty500|midcap
POLYCAB,Polycab India Limited,INE455K01017,NSE,EQ,,Cables - Electricals,nifty500|midcap
POLYMED,Poly Medicure Limited,INE205C01021,NSE,EQ,,Medical Equipment & Supplies,nifty500|midcap
POONAWALLA,Poonawalla Fincorp Limited,INE511C01022,NSE,EQ,,Non Banking Financial Company (NBFC),nifty500|midcap
POWERGRID,Power Grid Corporation of India Limited,INE752E01010,NSE,EQ,,Power - Transmission,nifty50|nifty100|nifty500|largecap
POWERINDIA,Hitachi Energy India Limited,INE07Y701011,NSE,EQ,,Heavy Electrical Equipment,nifty500|midcap
PPLPHARMA,Piramal Pharma Limited,INE0DK501011,NSE,EQ,,Pharmaceuticals,nifty500|midcap
PREMIERENE,Premier Energies Limited,INE0BS701011,NSE,EQ,,Other Electrical Equipment,nifty500|midcap
PRESTIGE,Prestige Estates Projects Limited,INE811K01011,NSE,EQ,,Residential Commercial Projects,nifty500|midcap
PTCIL,PTC Industries Limited,INE596F01018,NSE,EQ,,Other Industrial Products,nifty500|midcap
PVRINOX,PVR INOX Limited,INE191H01014,NSE,EQ,,Film Production Distribution & Exhibition,nifty500|midcap
PWL,Physicswallah Limited,INE0LP301011,NSE,EQ,,E-Learning,nifty500|midcap
RADICO,Radico Khaitan Limited,INE944F01028,NSE,EQ,,Breweries & Distilleries,nifty500|midcap
RAILTEL,Railtel Corporation Of India Limited,INE0DD101019,NSE,EQ,,Other Telecom Services,nifty500|midcap
RAINBOW,Rainbow Childrens Medicare Limited,INE961O01016,NSE,EQ,,Hospital,nifty500|midcap
RAMCOCEM,The Ramco Cements Limited,INE331A01037,NSE,EQ,,Cement & Cement Products,nifty500|midcap
RBLBANK,RBL Bank Limited,INE976G01028,NSE,EQ,,Private Sector Bank,nifty500|midcap
RECLTD,REC Limited,INE020B01018,NSE,EQ,,Financial Institution,nifty100|nifty500|largecap
REDINGTON,Redington Limited,INE891D01026,NSE,EQ,,Trading & Distributors,nifty500|midcap
RELIANCE,Reliance Industries Limited,INE002A01018,NSE,EQ,,Refineries & Marketing,nifty50|nifty100|nifty500|largecap
RHIM,RHI MAGNESITA INDIA LIMITED,INE743M01012,NSE,EQ,,Electrodes & Refractories,nifty500|midcap
RITES,RITES Limited,INE320J01015,NSE,EQ,,Civil Construction,nifty500|midcap
RKFORGE,Ramkrishna Forgings Limited,INE399G01023,NSE,EQ,,Auto Components & Equipments,nifty500|midcap
RPOWER,Reliance Power Limited,INE614G01033,NSE,EQ,,Power Generation,nifty500|midcap
RRKABEL,R R Kabel Limited,INE777K01022,NSE,EQ,,Cables - Electricals,nifty500|midcap
RVNL,Rail Vikas Nigam Limited,INE415G01027,NSE,EQ,,Civil Construction,nifty500|midcap
SAGILITY,SAGILITY LIMITED,INE0W2G01015,NSE,EQ,,IT Enabled Services,nifty500|midcap
SAIL,Steel Authority of India Limited,INE114A01011,NSE,EQ,,Iron & Steel,nifty500|midcap
SAILIFE,Sai Life Sciences Limited,INE570L01029,NSE,EQ,,Pharmaceuticals,nifty500|midcap
SAMMAANCAP,Sammaan Capital Limited,INE148I01020,NSE,EQ,,Housing Finance Company,nifty500|midcap
SAPPHIRE,Sapphire Foods India Limited,INE806T01020,NSE,EQ,,Restaurants,nifty500|midcap
SARDAEN,Sarda Energy & Minerals Limited,INE385C01021,NSE,EQ,,Iron & Steel,nifty500|midcap
SAREGAMA,Saregama India Limited,INE979A01025,NSE,EQ,,Media & Entertainment,nifty500|midcap
SBFC,SBFC Finance Limited,INE423Y01016,NSE,EQ,,Non Banking Financial Company (NBFC),nifty500|midcap
SBICARD,SBI Cards and Payment Services Limited,INE018E01016,NSE,EQ,,Non Banking Financial Company (NBFC),nifty500|midcap
SBILIFE,SBI Life Insurance Company Limited,INE123W01016,NSE,EQ,,Life Insurance,nifty50|nifty100|nifty500|largecap
SBIN,State Bank of India,INE062A01020,NSE,EQ,,Public Sector Bank,nifty50|nifty100|nifty500|largecap
SCHAEFFLER,Schaeffler India Limited,INE513A01022,NSE,EQ,,Auto Components & Equipments,nifty500|midcap
SCI,Shipping Corporation Of India Limited,INE109A01011,NSE,EQ,,Shipping,nifty500|midcap
SHREECEM,SHREE CEMENT LIMITED,INE070A01015,NSE,EQ,,Cement & Cement Products,nifty100|nifty500|largecap
SHRIRAMFIN,Shriram Finance Limited,INE721A01047,NSE,EQ,,Non Banking Financial Company (NBFC),nifty50|nifty100|nifty500|largecap
SHYAMMETL,Shyam Metalics and Energy Limited,INE810G01011,NSE,EQ,,Iron & Steel Products,nifty500|midcap
SIEMENS,Siemens Limited,INE003A01024,NSE,EQ,,Heavy Electrical Equipment,nifty100|nifty500|largecap
SIGNATURE,Signatureglobal (India) Limited,INE903U01023,NSE,EQ,,Residential Commercial Projects,nifty500|midcap
SJVN,SJVN Limited,INE002L01015,NSE,EQ,,Power Generation,nifty500|midcap
SOBHA,Sobha Limited,INE671H01015,NSE,EQ,,Residential Commercial Projects,nifty500|midcap
SOLARINDS,Solar Industries India Limited,INE343H01029,NSE,EQ,,Explosives,nifty100|nifty500|largecap
SONACOMS,Sona BLW Precision Forgings Limited,INE073K01018,NSE,EQ,,Auto Components & Equipments,nifty500|midcap
SONATSOFTW,Sonata Software Limited,INE269A01021,NSE,EQ,,Computers - Software & Consulting,nifty500|midcap
SPLPETRO,Supreme Petrochem Limited,INE663A01033,NSE,EQ,,Petrochemicals,nifty500|midcap
SRF,SRF Limited,INE647A01010,NSE,EQ,,Specialty Chemicals,nifty500|midcap
STARHEALTH,Star Health and Allied Insurance Company Limited,INE575P01011,NSE,EQ,,General Insurance,nifty500|midcap
SUMICHEM,Sumitomo Chemical India Limited,INE258G01013,NSE,EQ,,Pesticides & Agrochemicals,nifty500|midcap
SUNDARMFIN,Sundaram Finance Limited,INE660A01013,NSE,EQ,,Non Banking Financial Company (NBFC),nifty500|midcap
SUNPHARMA,Sun Pharmaceutical Industries Limited,INE044A01036,NSE,EQ,,Pharmaceuticals,nifty50|nifty100|nifty500|largecap
SUNTV,Sun TV Network Limited,INE424H01027,NSE,EQ,,TV Broadcasting & Software Production,nifty500|midcap
SUPREMEIND,Supreme Industries Limited,INE195A01028,NSE,EQ,,Plastic Products - Industrial,nifty500|midcap
SUZLON,Suzlon Energy Limited,INE040H01021,NSE,EQ,,Heavy Electrical Equipment,nifty500|midcap
SWANCORP,SWAN CORP LIMITED,INE665A01038,NSE,EQ,,Petrochemicals,nifty500|midcap
SWIGGY,Swiggy Limited,INE00H001014,NSE,EQ,,E-Retail/ E-Commerce,nifty500|midcap
SYNGENE,Syngene International Limited,INE398R01022,NSE,EQ,,Healthcare Research Analytics & Technology,nifty500|midcap
SYRMA,Syrma SGS Technology Limited,INE0DYJ01015,NSE,EQ,,Industrial Products,nifty500|midcap
TARIL,Transformers And Rectifiers (India) Limited,INE763I01026,NSE,EQ,,Heavy Electrical Equipment,nifty500|midcap
TATACAP,Tata Capital Limited,INE976I01016,NSE,EQ,,Non Banking Financial Company (NBFC),nifty100|nifty500|largecap
TATACHEM,Tata Chemicals Limited,INE092A01019,NSE,EQ,,Commodity Chemicals,nifty500|midcap
TATACOMM,Tata Communications Limited,INE151A01013,NSE,EQ,,Telecom - Cellular & Fixed line services,nifty500|midcap
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,NSE,EQ,,Tea & Coffee,nifty50|nifty100|nifty500|largecap
TATAELXSI,Tata Elxsi Limited,INE670A01012,NSE,EQ,,Computers - Software & Consulting,nifty500|midcap
TATAINVEST,Tata Investment Corporation Limited,INE672A01026,NSE,EQ,,Investment Company,nifty500|midcap
TATAPOWER,Tata Power Company Limited,INE245A01021,NSE,EQ,,Integrated Power Utilities,nifty100|nifty500|largecap
TATASTEEL,Tata Steel Limited,INE081A01020,NSE,EQ,,Iron & Steel,nifty50|nifty100|nifty500|largecap
TATATECH,Tata Technologies Limited,INE142M01025,NSE,EQ,,IT Enabled Services,nifty500|midcap
TBOTEK,TBO Tek Limited,INE673O01025,NSE,EQ,,Tour Travel Related Services,nifty500|midcap
TCS,Tata Consultancy Services Limited,INE467B01029,NSE,EQ,,Computers - Software & Consulting,nifty50|nifty100|nifty500|largecap
TECHM,Tech Mahindra Limited,INE669C01036,NSE,EQ,,Computers - Software & Consulting,nifty50|nifty100|nifty500|largecap
TECHNOE,Techno Electric & Engineering Company Limited,INE285K01026,NSE,EQ,,Civil Construction,nifty500|midcap
TEGA,Tega Industries Limited,INE011K01018,NSE,EQ,,Industrial Products,nifty500|midcap
TEJASNET,Tejas Networks Limited,INE010J01012,NSE,EQ,,Telecom - Equipment & Accessories,nifty500|midcap
TENNIND,Tenneco Clean Air India Limited,INE19RI01016,NSE,EQ,,Auto Components & Equipments,nifty500|midcap
THELEELA,Leela Palaces Hotels & Resorts Limited,INE0AQ201015,NSE,EQ,,Hotels & Resorts,nifty500|midcap
THERMAX,Thermax Limited,INE152A01029,NSE,EQ,,Heavy Electrical Equipment,nifty500|midcap
TIINDIA,Tube Investments of India Limited,INE974X01010,NSE,EQ,,Auto Components & Equipments,nifty500|midcap
TIMKEN,Timken India Limited,INE325A01013,NSE,EQ,,Abrasives & Bearings,nifty500|midcap
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,NSE,EQ,,Railway Wagons,nifty500|midcap
TITAN,Titan Company Limited,INE280A01028,NSE,EQ,,Gems Jewellery And Watches,nifty50|nifty100|nifty500|largecap
TMCV,Tata Motors Limited,INE1TAE01010,NSE,EQ,,Commercial Vehicles,nifty100|nifty500|largecap
TMPV,Tata Motors Passenger Vehicles Limited,INE155A01022,NSE,EQ,,Passenger Cars & Utility Vehicles,nifty50|nifty100|nifty500|largecap
TORNTPHARM,Torrent Pharmaceuticals Limited,INE685A01028,NSE,EQ,,Pharmaceuticals,nifty100|nifty500|largecap
TORNTPOWER,Torrent Power Limited,INE813H01021,NSE,EQ,,Integrated Power Utilities,nifty500|midcap
TRAVELFOOD,Travel Food Services Limited,INE103V01028,NSE,EQ,,Restaurants,nifty500|midcap
TRENT,Trent Limited,INE849A01020,NSE,EQ,,Speciality Retail,nifty50|nifty100|nifty500|largecap
TRIDENT,Trident Limited,INE064C01022,NSE,EQ,,Other Textile Products,nifty500|midcap
TRITURBINE,Triveni Turbine Limited,INE152M01016,NSE,EQ,,Heavy Electrical Equipment,nifty500|midcap
TTML,Tata Teleservices (Maharashtra) Limited,INE517B01013,NSE,EQ,,Telecom - Cellular & Fixed line services,nifty500|midcap
TVSMOTOR,TVS Motor Company Limited,INE494B01023,NSE,EQ,,2/3 Wheelers,nifty100|nifty500|largecap
UBL,United Breweries Limited,INE686F01025,NSE,EQ,,Breweries & Distilleries,nifty500|midcap
UCOBANK,UCO Bank,INE691A01018,NSE,EQ,,Public Sector Bank,nifty500|midcap
ULTRACEMCO,UltraTech Cement Limited,INE481G01011,NSE,EQ,,Cement & Cement Products,nifty50|nifty100|nifty500|largecap
UNIONBANK,Union Bank of India,INE692A01016,NSE,EQ,,Public Sector Bank,nifty100|nifty500|largecap
UNITDSPR,United Spirits Limited,INE854D01024,NSE,EQ,,Breweries & Distilleries,nifty100|nifty500|largecap
UNOMINDA,UNO Minda Limited,INE405E01023,NSE,EQ,,Auto Components & Equipments,nifty500|midcap
UPL,UPL Limited,INE628A01036,NSE,EQ,,Pesticides & Agrochemicals,nifty500|midcap
URBANCO,Urban Company Limited,INE0CAZ01013,NSE,EQ,,E-Retail/ E-Commerce,nifty500|midcap
USHAMART,Usha Martin Limited,INE228A01035,NSE,EQ,,Iron & Steel Products,nifty500|midcap
UTIAMC,UTI Asset Management Company Limited,INE094J01016,NSE,EQ,,Asset Management Company,nifty500|midcap
VBL,Varun Beverages Limited,INE200M01039,NSE,EQ,,Other Beverages,nifty100|nifty500|largecap
VEDL,Vedanta Limited,INE205A01025,NSE,EQ,,Diversified Metals,nifty100|nifty500|largecap
VIJAYA,Vijaya Diagnostic Centre Limited,INE043W01024,NSE,EQ,,Healthcare Service Provider,nifty500|midcap
VMM,Vishal Mega Mart Limited,INE01EA01019,NSE,EQ,,Diversified Retail,nifty500|midcap
VOLTAS,Voltas Limited,INE226A01021,NSE,EQ,,Household Appliances,nifty500|midcap
VTL,Vardhman Textiles Limited,INE825A01020,NSE,EQ,,Other Textile Products,nifty500|midcap
WAAREEENER,Waaree Energies Limited,INE377N01017,NSE,EQ,,Other Electrical Equipment,nifty500|midcap
WELCORP,Welspun Corp Limited,INE191B01025,NSE,EQ,,Iron & Steel Products,nifty500|midcap
WELSPUNLIV,Welspun Living Limited,INE192B01031,NSE,EQ,,Other Textile Products,nifty500|midcap
WHIRLPOOL,Whirlpool of India Limited,INE716A01013,NSE,EQ,,Household Appliances,nifty500|midcap
WIPRO,Wipro Limited,INE075A01022,NSE,EQ,,Computers - Software & Consulting,nifty50|nifty100|nifty500|largecap
WOCKPHARMA,Wockhardt Limited,INE049B01025,NSE,EQ,,Pharmaceuticals,nifty500|midcap
YESBANK,Yes Bank Limited,INE528G01035,NSE,EQ,,Private Sector Bank,nifty500|midcap
ZEEL,Zee Entertainment Enterprises Limited,INE256A01028,NSE,EQ,,TV Broadcasting & Software Production,nifty500|midcap
ZENSARTECH,Zensar Technologies Limited,INE520A01027,NSE,EQ,,Computers - Software & Consulting,nifty500|midcap
ZENTEC,Zen Technologies Limited,INE251B01027,NSE,EQ,,Aerospace & Defense,nifty500|midcap
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,INE342J01019,NSE,EQ,,Auto Components & Equipments,nifty500|midcap
ZYDUSLIFE,Zydus Lifesciences Limited,INE010B01027,NSE,EQ,,Pharmaceuticals,nifty100|nifty500|largecap
ZYDUSWELL,Zydus Wellness Limited,INE768C01028,NSE,EQ,,Packaged Foods,nifty500|midcap
